true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9424999999999999,32.98749999999999,Medium
IR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.55,44.00000000000001,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.91,68.25,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.66,52.800000000000004,Medium
B,OR,1.0,Impeller / Filling Head Bearing,0.75,0.695,52.125,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.805,28.175,Low
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.98,63.7,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.955,62.075,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.735,25.724999999999998,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,OR,1.0,Impeller / Filling Head Bearing,0.75,0.6275,47.06249999999999,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.92,69.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.515,41.2,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9575,76.6,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.81,64.80000000000001,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.935,32.725,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.5775,46.2,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9775,73.3125,High
B,B,0.995,Conveyor Belt / Roller Bearing,0.35,0.955,33.257875,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.935,60.775,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.79,63.20000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9675,77.4,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.7025,56.2,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,0.97,Palletizer Servo Drive / Gripper Bearing,0.65,0.955,60.21274999999999,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.95,71.24999999999999,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.98,34.3,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.7875,63.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.8875,71.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.955,76.4,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.885,70.80000000000001,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.87,65.25,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9125000000000001,73.00000000000001,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.51,40.800000000000004,Medium
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9175,59.637499999999996,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9724999999999999,34.037499999999994,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.925,60.12500000000001,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
B,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.8825000000000001,70.60000000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.945,75.6,High
B,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.7224999999999999,46.9625,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.7425,55.6875,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.73,54.75,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.685,44.525000000000006,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9875,64.18750000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.945,70.875,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.7475,26.1625,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.975,78.0,High
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8325,29.1375,Low
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.965,62.724999999999994,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.845,63.375,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9675,62.88750000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9624999999999999,33.68749999999999,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9275,32.4625,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.93,74.4,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.6799999999999999,23.799999999999997,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9575,33.5125,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9824999999999999,78.60000000000001,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.575,20.125,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.7825,62.6,High
B,OR,1.0,Impeller / Filling Head Bearing,0.75,0.5575,41.8125,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.94,70.5,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.805,52.32500000000001,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.915,59.475,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.81,64.80000000000001,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.965,62.724999999999994,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9824999999999999,78.60000000000001,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.655,42.575,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.705,45.824999999999996,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.965,62.724999999999994,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9524999999999999,61.912499999999994,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9275,74.2,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.765,26.775,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.75,56.25,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9875,74.06250000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.98,78.4,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9075,58.987500000000004,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.9425,32.9875,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.91,72.80000000000001,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.95,61.74999999999999,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.925,74.00000000000001,High
B,B,0.995,Conveyor Belt / Roller Bearing,0.35,0.9824999999999999,34.2155625,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9275,60.28750000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9125000000000001,68.4375,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9875,64.18750000000001,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.89,31.15,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.98,34.3,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9075,58.987500000000004,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.935,60.775,High
IR,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.6275000000000001,21.962500000000002,Low
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.7725,50.212500000000006,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.82,65.60000000000001,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.66,52.800000000000004,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.82,53.300000000000004,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.8625,64.68750000000001,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9875,74.06250000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.885,57.525000000000006,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.935,74.80000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.98,78.4,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9575,62.237500000000004,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.8975,71.8,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.87,56.55,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.945,70.875,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.99,64.35,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
Normal,Normal,0.010000000000000009,Palletizer Servo Drive / Gripper Bearing,0.65,0.9924999999999999,0.6451250000000006,Low
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.93,32.550000000000004,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.96,76.8,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9025,31.587499999999995,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.6475,51.800000000000004,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9325,69.9375,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.975,78.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.965,72.375,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.6975,45.337500000000006,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.7275,54.5625,Medium
B,OR,1.0,Impeller / Filling Head Bearing,0.75,0.64,48.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9425,32.9875,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9724999999999999,77.8,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.945,61.425,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.805,64.4,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.97,72.75,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.875,65.625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.97,72.75,High
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.935,60.775,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9824999999999999,73.6875,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9924999999999999,34.73749999999999,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.8725,69.80000000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9524999999999999,61.912499999999994,High
OR,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8325,54.11250000000001,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9424999999999999,32.98749999999999,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.905,67.875,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9299999999999999,32.55,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.985,73.875,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.905,72.4,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.91,59.150000000000006,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.935,32.725,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9424999999999999,75.4,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.865,30.274999999999995,Medium
OR,OR,0.995,Impeller / Filling Head Bearing,0.75,0.775,57.834375,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9424999999999999,32.98749999999999,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9724999999999999,63.21249999999999,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9924999999999999,34.73749999999999,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.7825,58.6875,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.795,51.675000000000004,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9624999999999999,77.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.875,56.875,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9675,62.88750000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.965,62.724999999999994,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9125,59.3125,High
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.6975,52.31250000000001,Medium
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.99,64.35,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9875,64.18750000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9675,33.862500000000004,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.8825000000000001,66.1875,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.81,64.80000000000001,High
